duration_ms,instance_id,track_name,tempo,artist_name,popularity,loudness,key,music_genre,mode,obtained_date,acousticness
174227.0,31739.0,9688.0,23206.0,6494.0,38.0,-6.533,1.0,5.0,1.0,3.0,0.00226
233226.0,42194.0,13694.0,29393.0,6349.0,35.0,-5.377000000000001,1.0,5.0,1.0,3.0,0.0214
442189.0,46167.0,21959.0,5668.0,6274.0,36.0,-13.505999999999998,4.0,5.0,0.0,3.0,0.196
188680.0,55154.0,25345.0,29115.0,5339.0,31.0,-9.092,9.0,5.0,0.0,3.0,0.178
182000.0,87762.0,30462.0,13026.0,2753.0,44.0,-5.861000000000001,1.0,5.0,1.0,2.0,0.0161
287227.0,78712.0,2607.0,10837.0,5768.0,43.0,-9.8,7.0,5.0,0.0,3.0,0.581
241733.0,70956.0,12400.0,2444.0,803.0,36.0,-6.549,3.0,5.0,0.0,3.0,0.00163
265100.0,63892.0,4594.0,21519.0,6435.0,41.0,-4.513,4.0,5.0,0.0,3.0,0.0133
330000.0,73313.0,5062.0,8140.0,6147.0,36.0,-5.162000000000001,0.0,5.0,0.0,3.0,0.122
232275.0,87096.0,14234.0,7171.0,4698.0,50.0,-5.122999999999999,4.0,5.0,0.0,3.0,0.0049
270859.0,53681.0,14049.0,4773.0,3088.0,41.0,-5.039,0.0,5.0,0.0,3.0,0.000367
219200.0,90969.0,8687.0,21557.0,350.0,51.0,-2.688,2.0,5.0,0.0,3.0,0.00988
406605.0,89024.0,31383.0,6869.0,1204.0,29.0,-7.2010000000000005,3.0,5.0,0.0,3.0,0.000266
214000.0,83711.0,11087.0,14130.0,4013.0,24.0,-5.603,11.0,5.0,1.0,3.0,0.00324
195200.0,88009.0,2423.0,14156.0,37.0,42.0,-5.622999999999999,7.0,5.0,1.0,3.0,0.00268
230533.0,88574.0,22322.0,27556.0,4668.0,50.0,-12.496,3.0,5.0,1.0,3.0,0.0846
228857.0,51545.0,10948.0,7183.0,2018.0,26.0,-3.333,7.0,5.0,1.0,3.0,0.00413
264000.0,90244.0,38134.0,14187.0,3185.0,37.0,-4.375,8.0,5.0,1.0,3.0,0.0009019999999999
218200.0,37801.0,23150.0,5488.0,5913.0,30.0,-8.677,2.0,5.0,1.0,3.0,0.0086
183985.0,30372.0,27891.0,14314.0,5047.0,31.0,-2.597,4.0,5.0,0.0,3.0,0.000516
206118.0,59101.0,12011.0,24501.0,2286.0,34.0,-4.984,2.0,5.0,1.0,3.0,0.166
185333.0,76768.0,28191.0,4199.0,1477.0,32.0,-11.736,4.0,5.0,0.0,3.0,0.172
257707.0,26688.0,20830.0,6777.0,5520.0,28.0,-5.277,10.0,5.0,0.0,3.0,0.00105
236712.0,30263.0,2903.0,13323.0,4448.0,26.0,-5.682,3.0,5.0,0.0,3.0,0.001
212973.0,89737.0,7911.0,12039.0,2018.0,41.0,-5.7860000000000005,0.0,5.0,1.0,3.0,0.0021899999999999
230173.0,87236.0,13613.0,8818.0,3931.0,44.0,-12.356,4.0,5.0,0.0,3.0,0.4
271827.0,85035.0,10138.0,29393.0,4269.0,39.0,-11.667,4.0,5.0,0.0,3.0,0.000307
247818.0,49058.0,21883.0,7760.0,6274.0,55.0,-21.672,10.0,5.0,1.0,3.0,0.946
254453.0,33015.0,16836.0,21663.0,1588.0,27.0,-6.087999999999999,0.0,5.0,0.0,3.0,0.0108
326840.0,83258.0,16749.0,29393.0,809.0,51.0,-9.145,3.0,5.0,0.0,3.0,0.000962
536471.0,46721.0,7702.0,29393.0,3369.0,63.0,-9.829,2.0,5.0,0.0,3.0,0.00557
214000.0,72771.0,10427.0,21529.0,1908.0,43.0,-0.563,3.0,5.0,0.0,3.0,0.0101
293172.0,45171.0,8217.0,26374.0,1378.0,31.0,-9.093,11.0,5.0,0.0,4.0,0.0111
186240.0,29447.0,18390.0,7179.0,500.0,34.0,-4.651,7.0,5.0,0.0,3.0,0.00591
239667.0,52178.0,16934.0,19114.0,1109.0,39.0,-6.218,4.0,5.0,0.0,3.0,9.19e-05
-1.0,48460.0,1479.0,11048.0,6727.0,33.0,-1.404,8.0,5.0,1.0,3.0,0.00298
212500.0,49721.0,33120.0,28134.0,1380.0,96.0,-4.206,4.0,5.0,1.0,3.0,0.153
-1.0,52835.0,6001.0,19772.0,2686.0,50.0,-14.626,0.0,5.0,0.0,2.0,0.293
231637.0,32270.0,24429.0,14163.0,4157.0,44.0,-5.303,1.0,5.0,1.0,3.0,0.000449
278400.0,62091.0,21778.0,14156.0,4799.0,31.0,-2.577,4.0,5.0,0.0,3.0,4.270000000000001e-05
272098.0,80850.0,8299.0,13069.0,1908.0,36.0,-6.178,2.0,5.0,1.0,3.0,0.00316
241173.0,25145.0,27672.0,29393.0,70.0,42.0,-3.552,7.0,5.0,1.0,3.0,0.0797
194590.0,57179.0,15069.0,14284.0,3552.0,39.0,-4.578,2.0,5.0,0.0,3.0,0.0185
300083.0,67767.0,11955.0,29393.0,4799.0,26.0,-3.08,3.0,5.0,0.0,3.0,0.00335
157524.0,84128.0,10036.0,14140.0,5323.0,41.0,-3.68,0.0,5.0,0.0,3.0,0.0128
293093.0,86166.0,12395.0,29393.0,935.0,39.0,-8.71,3.0,5.0,0.0,3.0,0.258
378840.0,87440.0,8841.0,17039.0,161.0,35.0,-7.794,7.0,5.0,0.0,3.0,0.0688
-1.0,53267.0,29345.0,17374.0,2656.0,39.0,-5.034,10.0,5.0,0.0,3.0,0.11
180233.0,24341.0,16325.0,3511.0,5392.0,40.0,-3.728,2.0,5.0,1.0,2.0,0.00883
346533.0,66406.0,9660.0,8143.0,1950.0,38.0,-7.322999999999999,10.0,5.0,0.0,3.0,0.0928
204016.0,40462.0,1704.0,7551.0,1559.0,27.0,-4.48,7.0,5.0,1.0,2.0,0.00885
-1.0,55822.0,30270.0,29141.0,761.0,30.0,-15.555,11.0,5.0,1.0,3.0,0.638
-1.0,22927.0,21161.0,18710.0,5913.0,37.0,-8.652000000000001,3.0,5.0,0.0,3.0,0.00331
184434.0,66214.0,14810.0,19456.0,6294.0,36.0,-4.501,4.0,5.0,0.0,3.0,0.0054399999999999
379600.0,45062.0,8113.0,2780.0,4269.0,34.0,-10.403,1.0,5.0,1.0,3.0,0.136
237000.0,88543.0,734.0,16558.0,3840.0,30.0,-8.911,9.0,5.0,1.0,3.0,0.00108
216279.0,61086.0,8104.0,17588.0,1079.0,23.0,-3.0860000000000003,9.0,5.0,1.0,3.0,0.00277
228095.0,27808.0,25042.0,29393.0,1637.0,36.0,-4.321000000000001,2.0,5.0,0.0,3.0,0.2239999999999999
251009.0,43242.0,18469.0,2785.0,6297.0,31.0,-4.32,5.0,5.0,0.0,3.0,0.0294
-1.0,61549.0,9180.0,14065.0,6763.0,32.0,-0.003,8.0,5.0,1.0,3.0,0.0139
312507.0,22948.0,13718.0,6687.0,1398.0,38.0,-6.327000000000001,2.0,5.0,1.0,3.0,0.608
-1.0,27106.0,38391.0,20863.0,2124.0,39.0,-11.088,4.0,5.0,0.0,3.0,0.024
164456.0,40989.0,11209.0,2906.0,3413.0,38.0,-7.604,9.0,5.0,0.0,3.0,0.128
-1.0,80672.0,24913.0,14202.0,2146.0,36.0,-3.128,9.0,5.0,1.0,3.0,0.0172
357107.0,48275.0,31042.0,6695.0,3330.0,38.0,-8.764,11.0,5.0,0.0,3.0,0.0412
-1.0,83862.0,8122.0,7558.0,4698.0,33.0,-3.01,2.0,5.0,1.0,3.0,0.285
265133.0,38747.0,24354.0,5666.0,6763.0,44.0,-9.855,8.0,5.0,0.0,3.0,0.153
249000.0,44217.0,30308.0,7844.0,2016.0,26.0,-8.812000000000001,4.0,5.0,1.0,3.0,0.000107
445723.0,58829.0,36525.0,5966.0,1357.0,39.0,-12.013,3.0,5.0,0.0,3.0,0.0134
368400.0,51280.0,39045.0,6569.0,351.0,53.0,-4.936,11.0,5.0,0.0,3.0,0.132
236522.0,66861.0,33033.0,11038.0,4734.0,55.0,-3.47,11.0,5.0,0.0,3.0,0.367
462267.0,76146.0,1686.0,12343.0,3369.0,61.0,-5.611000000000001,5.0,5.0,0.0,3.0,0.148
-1.0,52784.0,20933.0,15826.0,2178.0,39.0,-5.21,11.0,5.0,0.0,3.0,0.0139
248571.0,22744.0,18882.0,11721.0,5047.0,34.0,0.072,1.0,5.0,1.0,3.0,0.00187
197442.0,82556.0,22993.0,3322.0,1591.0,53.0,-3.208,7.0,5.0,1.0,3.0,0.00171
200800.0,46073.0,21355.0,4780.0,6352.0,24.0,-4.691,5.0,5.0,0.0,3.0,0.115
240009.0,45853.0,21912.0,11656.0,4894.0,36.0,-9.306,3.0,5.0,0.0,3.0,0.055
322787.0,83023.0,628.0,2736.0,2247.0,42.0,-14.483,7.0,5.0,1.0,3.0,0.385
-1.0,77016.0,7905.0,12151.0,1794.0,46.0,-5.402,1.0,5.0,0.0,3.0,0.17
163613.0,27407.0,32375.0,11704.0,6189.0,39.0,-10.191,4.0,5.0,0.0,3.0,0.528
381173.0,85461.0,22215.0,23334.0,4269.0,51.0,-14.236,4.0,5.0,1.0,3.0,0.246
322105.0,91295.0,13105.0,21794.0,637.0,31.0,-4.461,2.0,5.0,0.0,3.0,0.00892
360442.0,56526.0,12864.0,14.0,350.0,35.0,-6.782,1.0,5.0,0.0,3.0,0.0564
348053.0,62438.0,34778.0,29393.0,4080.0,44.0,-7.923999999999999,2.0,5.0,1.0,3.0,0.0188
394013.0,48424.0,7217.0,1422.0,2508.0,35.0,-12.35,3.0,5.0,0.0,3.0,0.0177
369147.0,28328.0,30199.0,29393.0,761.0,37.0,-13.496,2.0,5.0,1.0,3.0,0.635
202147.0,75603.0,11463.0,2270.0,1398.0,45.0,-14.318,4.0,5.0,0.0,3.0,0.95
204800.0,64805.0,19116.0,14174.0,583.0,25.0,-3.477,7.0,5.0,0.0,3.0,0.00499
232500.0,81365.0,21771.0,8145.0,5237.0,36.0,-4.597,4.0,5.0,1.0,3.0,0.0196
175983.0,63355.0,13779.0,29380.0,507.0,31.0,-7.792000000000001,8.0,5.0,1.0,3.0,0.00694
243837.0,46901.0,11312.0,21494.0,2539.0,30.0,-6.89,4.0,5.0,0.0,3.0,0.0197
314561.0,44079.0,38858.0,29393.0,19.0,27.0,-1.419,4.0,5.0,0.0,3.0,0.0749
331000.0,32688.0,36805.0,8123.0,141.0,26.0,-4.513999999999999,4.0,5.0,1.0,3.0,0.0044399999999999
179630.0,75958.0,20757.0,29393.0,6763.0,54.0,-3.961,7.0,5.0,1.0,3.0,0.00244
-1.0,27879.0,14335.0,21542.0,238.0,36.0,-7.316,11.0,5.0,0.0,3.0,0.00584
458667.0,88294.0,5946.0,18781.0,1010.0,36.0,-12.952,5.0,5.0,1.0,3.0,0.23
191573.0,80014.0,719.0,2890.0,1477.0,34.0,-7.842,3.0,5.0,0.0,3.0,0.00162
180004.0,33141.0,595.0,11612.0,3086.0,37.0,-2.992,11.0,5.0,1.0,3.0,0.0863
275200.0,90524.0,6941.0,21494.0,554.0,47.0,-3.94,7.0,5.0,0.0,3.0,2.33e-05
192323.0,91302.0,25098.0,13051.0,6622.0,26.0,-3.488,3.0,5.0,0.0,3.0,0.0206
252280.0,81568.0,11143.0,4783.0,3171.0,66.0,-5.643,1.0,5.0,0.0,3.0,0.0874
245947.0,89847.0,34048.0,580.0,157.0,50.0,-6.678999999999999,7.0,5.0,1.0,3.0,0.0128
-1.0,55592.0,6343.0,7146.0,5741.0,45.0,-5.05,2.0,5.0,1.0,3.0,0.0193
336413.0,68750.0,28007.0,26385.0,3463.0,30.0,-6.174,5.0,5.0,0.0,3.0,0.0553
300414.0,63269.0,839.0,13020.0,1380.0,40.0,-4.553,4.0,5.0,0.0,3.0,0.000744
294013.0,57511.0,36557.0,23709.0,238.0,41.0,-5.58,5.0,5.0,1.0,3.0,0.113
447427.0,65998.0,6559.0,450.0,4901.0,46.0,-10.277,5.0,5.0,1.0,3.0,0.0116
290827.0,23448.0,10436.0,1267.0,4038.0,33.0,-7.898,2.0,5.0,1.0,3.0,0.000417
222136.0,48408.0,6628.0,10580.0,761.0,39.0,-9.937,0.0,5.0,1.0,3.0,0.237
220800.0,43730.0,13398.0,83.0,109.0,30.0,-4.974,4.0,5.0,0.0,3.0,0.00212
453507.0,90169.0,33207.0,8.0,4381.0,51.0,-11.285,10.0,5.0,0.0,3.0,0.102
224693.0,29686.0,13716.0,6692.0,1398.0,70.0,-8.898,9.0,5.0,1.0,3.0,0.0427
270965.0,38692.0,5351.0,9359.0,4521.0,39.0,-7.045,3.0,5.0,0.0,3.0,0.00442
290840.0,55572.0,33333.0,7523.0,1398.0,51.0,-9.979,9.0,5.0,0.0,3.0,6.53e-05
244662.0,74413.0,34264.0,29393.0,3399.0,47.0,-5.813,11.0,5.0,0.0,3.0,0.0147
-1.0,59587.0,21631.0,26460.0,6117.0,37.0,-10.545,0.0,5.0,0.0,3.0,0.0462
-1.0,52855.0,13976.0,5060.0,2134.0,33.0,-7.733,10.0,5.0,1.0,3.0,0.425
354893.0,37009.0,13232.0,1422.0,6763.0,41.0,-7.468999999999999,10.0,5.0,1.0,3.0,0.1169999999999999
198621.0,32316.0,9708.0,12917.0,2121.0,23.0,-4.932,5.0,5.0,0.0,3.0,0.136
325584.0,68208.0,9896.0,8780.0,803.0,50.0,-8.437999999999999,2.0,5.0,1.0,3.0,0.0208
-1.0,63227.0,2162.0,5620.0,3405.0,40.0,-8.31,9.0,5.0,0.0,2.0,0.0139
289187.0,76852.0,26129.0,21540.0,5413.0,31.0,-13.714,7.0,5.0,1.0,2.0,0.524
266400.0,44395.0,2542.0,14282.0,708.0,35.0,-3.033,7.0,5.0,1.0,3.0,0.000291
-1.0,77405.0,5206.0,1690.0,3563.0,34.0,-16.555,9.0,5.0,1.0,2.0,0.914
-1.0,64974.0,14623.0,6868.0,3369.0,54.0,-8.705,0.0,5.0,0.0,3.0,0.0462
360200.0,66389.0,5306.0,12165.0,351.0,36.0,-6.506,8.0,5.0,1.0,3.0,0.342
480686.0,76290.0,29416.0,5649.0,2896.0,41.0,-10.285,5.0,5.0,0.0,3.0,0.198
211882.0,60528.0,28584.0,8168.0,817.0,43.0,-2.242,4.0,5.0,0.0,3.0,0.0157
155435.0,58743.0,25080.0,583.0,6641.0,44.0,-4.7,5.0,5.0,0.0,3.0,0.0127
350098.0,67553.0,13080.0,11609.0,2018.0,44.0,-4.802,10.0,5.0,1.0,3.0,0.0111
274013.0,69676.0,5400.0,5683.0,0.0,36.0,-8.025,0.0,5.0,1.0,3.0,0.0249
291000.0,89539.0,1864.0,18792.0,161.0,56.0,-16.488,3.0,5.0,0.0,3.0,0.958
192387.0,35376.0,31476.0,7503.0,3463.0,44.0,-6.516,4.0,5.0,0.0,3.0,0.0291
213157.0,38897.0,1598.0,25480.0,6763.0,42.0,-5.608,11.0,5.0,1.0,3.0,0.00703
210547.0,59822.0,36437.0,29393.0,1159.0,67.0,-5.49,2.0,5.0,1.0,3.0,0.0467
272800.0,70025.0,38070.0,27430.0,6117.0,43.0,-7.07,0.0,5.0,1.0,3.0,0.154
372667.0,57632.0,17960.0,7089.0,5786.0,35.0,-9.047,10.0,5.0,0.0,3.0,0.00121
205160.0,65153.0,23336.0,27849.0,4269.0,38.0,-17.063,4.0,5.0,0.0,3.0,0.1369999999999999
459147.0,32298.0,10346.0,15360.0,3841.0,41.0,-13.68,10.0,5.0,1.0,3.0,0.2019999999999999
303920.0,83151.0,8227.0,8137.0,1398.0,31.0,-3.661,10.0,5.0,1.0,3.0,0.0562
247187.0,89294.0,19110.0,9732.0,161.0,32.0,-16.148,0.0,5.0,0.0,4.0,0.932
270257.0,62564.0,12202.0,13225.0,6519.0,59.0,-6.747999999999999,10.0,5.0,1.0,3.0,0.238
-1.0,38967.0,8603.0,11759.0,6435.0,34.0,-8.299,0.0,5.0,1.0,3.0,0.0292
319880.0,25086.0,14982.0,10674.0,1398.0,46.0,-4.367,3.0,5.0,0.0,3.0,0.00139
155840.0,55249.0,19289.0,5668.0,6763.0,60.0,-4.591,3.0,5.0,1.0,3.0,0.013
265600.0,52459.0,39918.0,29393.0,6763.0,44.0,-0.7140000000000001,10.0,5.0,1.0,3.0,0.00584
202268.0,69222.0,11803.0,28510.0,2286.0,40.0,-5.447,1.0,5.0,1.0,3.0,0.00968
359166.0,51425.0,39741.0,3652.0,1462.0,47.0,-12.673,10.0,5.0,1.0,3.0,0.1369999999999999
259660.0,29784.0,30632.0,29393.0,3254.0,44.0,-9.893,1.0,5.0,1.0,3.0,0.106
271693.0,62209.0,30448.0,15273.0,4036.0,33.0,-12.188,1.0,5.0,1.0,3.0,0.135
330000.0,55191.0,1478.0,29393.0,6727.0,40.0,-2.109,8.0,5.0,1.0,3.0,4.18e-05
268813.0,89108.0,582.0,7618.0,6763.0,38.0,-8.277999999999999,1.0,5.0,1.0,3.0,0.547
537164.0,80016.0,22857.0,2793.0,562.0,48.0,-10.709,1.0,5.0,1.0,3.0,0.252
403693.0,81874.0,14864.0,6876.0,5415.0,39.0,-11.630999999999998,11.0,5.0,0.0,3.0,0.107
283773.0,49775.0,31754.0,5602.0,1341.0,45.0,-3.891,7.0,5.0,1.0,3.0,0.0733
244965.0,77987.0,3172.0,12953.0,350.0,41.0,-1.27,4.0,5.0,0.0,3.0,0.00739
320333.0,45285.0,20864.0,5015.0,2321.0,43.0,-5.162999999999999,2.0,5.0,0.0,3.0,0.0004559999999999
240713.0,59760.0,39959.0,8093.0,3138.0,56.0,-2.794,4.0,5.0,0.0,3.0,0.0616
-1.0,54968.0,20821.0,9961.0,4038.0,28.0,-8.82,9.0,5.0,1.0,3.0,0.00185
255238.0,50682.0,19581.0,7558.0,4734.0,36.0,-4.254,5.0,5.0,1.0,3.0,0.0273
309055.0,79611.0,29288.0,12184.0,4257.0,40.0,-10.593,0.0,5.0,1.0,3.0,0.206
224836.0,80596.0,37475.0,7586.0,4448.0,35.0,-2.967,8.0,5.0,1.0,3.0,0.0112
342293.0,25624.0,12420.0,27362.0,4731.0,28.0,-3.848,4.0,5.0,0.0,3.0,0.0476
222250.0,83761.0,21083.0,2033.0,4326.0,45.0,-6.924,10.0,5.0,1.0,3.0,0.794
279880.0,28322.0,19114.0,7891.0,4901.0,21.0,-6.797999999999999,1.0,5.0,1.0,3.0,0.00748
318894.0,26240.0,7658.0,11644.0,3135.0,28.0,-6.063,11.0,5.0,1.0,3.0,0.0104
283520.0,71707.0,4064.0,29393.0,2722.0,34.0,-4.9110000000000005,7.0,5.0,1.0,3.0,0.142
166957.0,72391.0,40120.0,8120.0,4789.0,22.0,-2.69,2.0,5.0,1.0,3.0,0.00716
208745.0,63266.0,9406.0,4240.0,562.0,42.0,-10.992,1.0,5.0,1.0,3.0,0.0136
332387.0,34522.0,40303.0,3555.0,3369.0,43.0,-7.912999999999999,2.0,5.0,1.0,3.0,0.00598
201694.0,20134.0,27972.0,12593.0,4105.0,26.0,-5.541,10.0,5.0,0.0,3.0,0.0145
271219.0,35618.0,23922.0,6578.0,6763.0,61.0,-6.068,5.0,5.0,0.0,3.0,0.0508
243960.0,63171.0,13040.0,6563.0,3171.0,32.0,-4.932,10.0,5.0,0.0,3.0,0.0846
253746.0,32562.0,2698.0,15224.0,4098.0,44.0,-11.123,7.0,5.0,1.0,3.0,0.092
376815.0,60440.0,8985.0,11678.0,3552.0,48.0,-4.676,1.0,5.0,1.0,3.0,0.00042
34459.0,82041.0,2047.0,25096.0,6124.0,33.0,-13.970999999999998,6.0,5.0,0.0,3.0,0.0147
-1.0,79631.0,14603.0,1145.0,6117.0,33.0,-10.262,3.0,5.0,0.0,3.0,0.154
866773.0,33763.0,37055.0,6814.0,6763.0,43.0,-3.0780000000000003,4.0,5.0,0.0,3.0,0.00187
-1.0,44012.0,30638.0,13004.0,1628.0,50.0,-2.099,0.0,5.0,0.0,3.0,0.000289
208552.0,90457.0,7313.0,13076.0,5506.0,33.0,-1.374,2.0,5.0,0.0,3.0,0.00732
